ashmem_pss_kb,ashmem_rss_kb,at,command,cpu_pct_one_core,cpu_pct_ps,elapsed_s,fd_count,java_pss_kb,minutes,native_alloc_kb,native_pss_kb,phase,physical_footprint_kb,pid,platform,ppid,pss_kb,role,round,rss_kb,system_visible,threads,view_roots,views,vmmap_file,window_visible
99031,198572,2026-09-06T11:31:44.404282+08:00,,168.746,,6086.294,264,3984,111.34007136666668,226970,214759,,,32656,pad,,403453,pad:com.newlinksz.kemi.remote,,642364,,144,,,,
,,2026-09-06T11:31:44.404282+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,18.977,11.9,6086.294,98,,111.34007136666668,,,,,18666,mac,1,,mac:main,,236384,,84,,,,
,,2026-09-06T11:31:44.404282+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.344,0.9,6086.294,46,,111.34007136666668,,,,,18686,mac,18666,,mac:--cm,,108048,,30,,,,
,,2026-09-06T11:31:57+08:00,,8.279,,6692.854,147,13460,111.55,39926,37891,show-hide,,26438,,,102260,KBoard (30s),79,243904,False,51,2,811,,False
,,2026-09-06T11:32:28+08:00,,7.326,,6723.568,141,14828,112.06666666666666,41456,39183,focus-switch,,26438,,,104887,KBoard (30s),79,246564,True,51,2,812,,True
131,656,2026-09-06T11:32:45.587150+08:00,,7.775,,6147.476,145,14944,112.35978583333333,40758,40339,,,26438,pad,,106155,pad:com.newlink.kemi.kboard,,247836,,51,,,,
99031,198572,2026-09-06T11:32:45.587150+08:00,,175.248,,6147.476,264,3956,112.35978583333333,226864,213955,,,32656,pad,,402518,pad:com.newlinksz.kemi.remote,,641432,,138,,,,
,,2026-09-06T11:32:45.587150+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,19.385,14.0,6147.476,98,,112.35978583333333,,,,,18666,mac,1,,mac:main,,241232,,78,,,,
,,2026-09-06T11:32:45.587150+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.34,0.1,6147.476,46,,112.35978583333333,,,,,18686,mac,18666,,mac:--cm,,108048,,30,,,,
,,2026-09-06T11:32:58+08:00,,8.973,,6754.439,149,12756,112.56666666666666,40790,39095,relay-recreate,,26438,,,102840,KBoard (30s),79,244388,True,51,2,812,,False
,,2026-09-06T11:33:29+08:00,,7.468,,6785.237,147,13160,113.08333333333333,39471,37603,home-resume,,26438,,,101617,KBoard (30s),80,243316,True,51,2,811,,True
131,656,2026-09-06T11:33:50.457934+08:00,,8.059,,6212.347,142,14480,113.44096556666666,40699,38707,,,26438,pad,,104079,pad:com.newlink.kemi.kboard,,245764,,52,,,,
99037,198584,2026-09-06T11:33:50.457934+08:00,,174.901,,6212.347,264,3876,113.44096556666666,227089,215243,,,32656,pad,,403743,pad:com.newlinksz.kemi.remote,,642552,,131,,,,
,,2026-09-06T11:33:50.457934+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,16.374,4.9,6212.347,98,,113.44096556666666,,,,847769.6,18666,mac,1,,mac:main,,234816,,86,,,vmmap-18666-006211.txt,
,,2026-09-06T11:33:50.457934+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.263,0.1,6212.347,46,,113.44096556666666,,,,90624.0,18686,mac,18666,,mac:--cm,,108048,,30,,,vmmap-18686-006212.txt,
,,2026-09-06T11:34:00+08:00,,8.666,,6815.933,148,12788,113.6,41156,38947,focus-switch,,26438,,,102718,KBoard (30s),80,244408,True,52,2,812,,True
,,2026-09-06T11:34:31+08:00,,7.611,,6846.809,141,22108,114.11666666666666,44221,40295,show-hide,,26438,,,113413,KBoard (30s),81,255096,True,52,4,829,,True
131,656,2026-09-06T11:34:51.932977+08:00,,8.115,,6273.822,112,12576,114.46554961666668,39892,37931,,,26438,pad,,101640,pad:com.newlink.kemi.kboard,,243192,,52,,,,
99037,198584,2026-09-06T11:34:51.932977+08:00,,167.68,,6273.822,264,3896,114.46554961666668,226262,214011,,,32656,pad,,402412,pad:com.newlinksz.kemi.remote,,641324,,131,,,,
,,2026-09-06T11:34:51.932977+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.655,7.7,6273.822,98,,114.46554961666668,,,,,18666,mac,1,,mac:main,,243552,,80,,,,
,,2026-09-06T11:34:51.932977+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.351,1.7,6273.822,46,,114.46554961666668,,,,,18686,mac,18666,,mac:--cm,,107696,,30,,,,
,,2026-09-06T11:35:01+08:00,,8.655,,6877.542,147,12700,114.61666666666666,39255,37663,home-resume,,26438,,,101351,KBoard (30s),81,243032,True,52,2,811,,True
,,2026-09-06T11:35:32+08:00,,7.264,,6908.517,179,16728,115.13333333333334,42803,39943,focus-switch,,26438,,,107790,KBoard (30s),81,249368,True,52,2,812,,True
131,656,2026-09-06T11:35:53.572698+08:00,,8.506,,6335.461,135,19904,115.4928783,44161,40083,,,26438,pad,,110984,pad:com.newlink.kemi.kboard,,252680,,52,,,,
99037,198584,2026-09-06T11:35:53.572698+08:00,,163.512,,6335.462,264,4004,115.4928783,226106,213423,,,32656,pad,,402126,pad:com.newlinksz.kemi.remote,,641048,,142,,,,
,,2026-09-06T11:35:53.572698+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.801,8.0,6335.462,98,,115.4928783,,,,,18666,mac,1,,mac:main,,236768,,83,,,,
,,2026-09-06T11:35:53.572698+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.379,0.8,6335.462,46,,115.4928783,,,,,18686,mac,18666,,mac:--cm,,107696,,30,,,,
,,2026-09-06T11:36:03+08:00,,8.912,,6939.375,147,13304,115.65,40444,38191,show-hide,,26438,,,102589,KBoard (30s),82,244184,True,52,2,811,,True
,,2026-09-06T11:36:34+08:00,,6.935,,6970.232,142,13600,116.16666666666667,41149,39163,home-resume,,26438,,,103892,KBoard (30s),82,245444,False,52,2,811,,False
131,656,2026-09-06T11:36:54.784166+08:00,,7.755,,6396.673,188,14636,116.51306943333334,42600,39851,,,26438,pad,,105620,pad:com.newlink.kemi.kboard,,247172,,52,,,,
99037,198584,2026-09-06T11:36:54.784166+08:00,,165.382,,6396.673,264,3944,116.51306943333334,226099,213755,,,32656,pad,,402399,pad:com.newlinksz.kemi.remote,,641208,,136,,,,
,,2026-09-06T11:36:54.784166+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.063,11.7,6396.673,99,,116.51306943333334,,,,,18666,mac,1,,mac:main,,238544,,81,,,,
,,2026-09-06T11:36:54.784166+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.34,0.0,6396.673,46,,116.51306943333334,,,,,18686,mac,18666,,mac:--cm,,90944,,30,,,,
,,2026-09-06T11:37:05+08:00,,8.606,,7001.026,149,13924,116.68333333333334,40657,40227,relay-recreate,,26438,,,105132,KBoard (30s),82,246828,True,52,2,812,,True
,,2026-09-06T11:37:36+08:00,,8.237,,7031.742,147,20340,117.2,44308,40303,show-hide,,26438,,,111784,KBoard (30s),83,253336,False,52,4,831,,False
131,656,2026-09-06T11:37:56.027391+08:00,,8.136,,6457.916,147,12696,117.53378984999999,39479,37899,,,26438,pad,,101587,pad:com.newlink.kemi.kboard,,243276,,52,,,,
99037,198584,2026-09-06T11:37:56.027391+08:00,,165.593,,6457.916,264,3948,117.53378984999999,226202,214279,,,32656,pad,,402923,pad:com.newlinksz.kemi.remote,,641732,,136,,,,
,,2026-09-06T11:37:56.027391+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.74,10.3,6457.916,98,,117.53378984999999,,,,,18666,mac,1,,mac:main,,247312,,82,,,,
,,2026-09-06T11:37:56.027391+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.29,0.8,6457.916,46,,117.53378984999999,,,,,18686,mac,18666,,mac:--cm,,89344,,30,,,,
,,2026-09-06T11:38:06+08:00,,6.754,,7062.539,141,14476,117.7,40976,38775,focus-switch,,26438,,,104356,KBoard (30s),83,245940,True,52,2,812,,True
,,2026-09-06T11:38:38+08:00,,9.397,,7093.612,151,15060,118.23333333333333,40646,40103,relay-recreate,,26438,,,106173,KBoard (30s),83,247864,True,52,2,812,,True
131,656,2026-09-06T11:39:00.968973+08:00,,8.43,,6522.858,147,20136,118.61614955,44013,39991,,,26438,pad,,111127,pad:com.newlink.kemi.kboard,,252820,,52,,,,
99037,198584,2026-09-06T11:39:00.968973+08:00,,170.835,,6522.858,264,4024,118.61614955,226579,213903,,,32656,pad,,402825,pad:com.newlinksz.kemi.remote,,641636,,147,,,,
,,2026-09-06T11:39:00.968973+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,14.896,6.3,6522.858,98,,118.61614955,,,,850739.2,18666,mac,1,,mac:main,,247024,,79,,,vmmap-18666-006522.txt,
,,2026-09-06T11:39:00.968973+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.339,0.1,6522.858,46,,118.61614955,,,,89804.8,18686,mac,18666,,mac:--cm,,88864,,30,,,vmmap-18686-006522.txt,
,,2026-09-06T11:39:08+08:00,,7.925,,7124.273,114,12584,118.73333333333333,39172,38199,home-resume,,26438,,,101787,KBoard (30s),84,243476,True,52,2,811,,True
,,2026-09-06T11:39:39+08:00,,8.031,,7155.029,148,14668,119.25,41118,38871,focus-switch,,26438,,,104542,KBoard (30s),84,246240,True,52,2,812,,True
131,656,2026-09-06T11:40:02.195188+08:00,,7.75,,6584.084,151,14996,119.63658646666666,41282,39807,,,26438,pad,,105810,pad:com.newlink.kemi.kboard,,247512,,52,,,,
99037,198584,2026-09-06T11:40:02.195188+08:00,,154.563,,6584.084,264,4004,119.63658646666666,226575,213279,,,32656,pad,,401969,pad:com.newlinksz.kemi.remote,,640888,,141,,,,
,,2026-09-06T11:40:02.195188+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,14.027,11.5,6584.084,98,,119.63658646666666,,,,,18666,mac,1,,mac:main,,244864,,83,,,,
,,2026-09-06T11:40:02.195188+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.291,0.1,6584.084,46,,119.63658646666666,,,,,18686,mac,18666,,mac:--cm,,88864,,30,,,,
,,2026-09-06T11:40:10+08:00,,9.063,,7185.705,136,19996,119.76666666666667,43695,39623,show-hide,,26438,,,110593,KBoard (30s),85,252212,True,52,4,829,,True
,,2026-09-06T11:40:40+08:00,,7.294,,7216.414,143,12680,120.26666666666667,39823,38143,home-resume,,26438,,,101708,KBoard (30s),85,243400,True,52,2,811,,True
131,656,2026-09-06T11:41:04.148758+08:00,,7.452,,6646.037,144,14584,120.66914596666668,41194,38815,,,26438,pad,,104409,pad:com.newlink.kemi.kboard,,246000,,52,,,,
99037,198584,2026-09-06T11:41:04.148758+08:00,,149.878,,6646.038,264,3896,120.66914596666668,226843,212051,,,32656,pad,,400501,pad:com.newlinksz.kemi.remote,,639420,,134,,,,
,,2026-09-06T11:41:04.148758+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,13.881,12.9,6646.038,98,,120.66914596666668,,,,,18666,mac,1,,mac:main,,240912,,79,,,,
,,2026-09-06T11:41:04.148758+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.307,0.5,6646.038,46,,120.66914596666668,,,,,18686,mac,18666,,mac:--cm,,88864,,30,,,,
,,2026-09-06T11:41:11+08:00,,8.127,,7247.175,190,13840,120.78333333333333,41771,39359,focus-switch,,26438,,,104230,KBoard (30s),85,245792,False,52,2,812,,False
,,2026-09-06T11:41:42+08:00,,8.183,,7277.969,147,20992,121.3,44556,40583,show-hide,,26438,,,112480,KBoard (30s),86,254184,True,52,4,831,,True
131,656,2026-09-06T11:42:05.438305+08:00,,8.329,,6707.327,147,12660,121.69063841666666,39504,38463,,,26438,pad,,102142,pad:com.newlink.kemi.kboard,,243708,,52,,,,
99037,198584,2026-09-06T11:42:05.438305+08:00,,165.783,,6707.327,264,3888,121.69063841666666,227073,213083,,,32656,pad,,401582,pad:com.newlinksz.kemi.remote,,640444,,134,,,,
,,2026-09-06T11:42:05.438305+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,14.554,38.9,6707.327,98,,121.69063841666666,,,,,18666,mac,1,,mac:main,,252240,,81,,,,
,,2026-09-06T11:42:05.438305+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.305,1.2,6707.327,46,,121.69063841666666,,,,,18686,mac,18666,,mac:--cm,,88864,,30,,,,
,,2026-09-06T11:42:13+08:00,,7.937,,7308.711,142,13480,121.81666666666666,40619,38491,home-resume,,26438,,,102998,KBoard (30s),86,244564,False,52,2,812,,False
,,2026-09-06T11:42:43+08:00,,7.016,,7339.499,145,12696,122.31666666666666,40866,39727,relay-recreate,,26438,,,103528,KBoard (30s),86,245140,True,52,2,812,,True
131,656,2026-09-06T11:43:06.729480+08:00,,8.346,,6768.618,149,20156,122.712158,44489,40083,,,26438,pad,,111237,pad:com.newlink.kemi.kboard,,252852,,52,,,,
99039,198588,2026-09-06T11:43:06.729480+08:00,,164.391,,6768.618,264,3972,122.712158,227110,215479,,,32656,pad,,404185,pad:com.newlinksz.kemi.remote,,643104,,144,,,,
,,2026-09-06T11:43:06.729480+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.581,17.7,6768.618,102,,122.712158,,,,,18666,mac,1,,mac:main,,246240,,81,,,,
,,2026-09-06T11:43:06.729480+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.305,0.1,6768.618,46,,122.712158,,,,,18686,mac,18666,,mac:--cm,,88864,,30,,,,
,,2026-09-06T11:43:14+08:00,,9.92,,7370.346,147,13184,122.83333333333333,40131,38343,show-hide,,26438,,,102554,KBoard (30s),87,244120,False,52,2,811,,False
,,2026-09-06T11:43:45+08:00,,5.855,,7401.091,142,14504,123.35,41218,39075,focus-switch,,26438,,,104585,KBoard (30s),87,246296,True,52,2,812,,True
131,656,2026-09-06T11:44:11.593045+08:00,,7.666,,6833.481,146,14976,123.79321741666666,41056,40439,,,26438,pad,,106437,pad:com.newlink.kemi.kboard,,248136,,52,,,,
99039,198588,2026-09-06T11:44:11.593045+08:00,,160.995,,6833.482,264,3936,123.79321741666666,227218,215811,,,32656,pad,,404365,pad:com.newlinksz.kemi.remote,,643288,,137,,,,
,,2026-09-06T11:44:11.593045+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.301,7.4,6833.482,98,,123.79321741666666,,,,854220.8,18666,mac,1,,mac:main,,248016,,79,,,vmmap-18666-006832.txt,
,,2026-09-06T11:44:11.593045+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.341,1.2,6833.482,46,,123.79321741666666,,,,90828.8,18686,mac,18666,,mac:--cm,,89888,,30,,,vmmap-18686-006833.txt,
,,2026-09-06T11:44:16+08:00,,9.613,,7431.882,149,12692,123.86666666666666,41074,38959,relay-recreate,,26438,,,102635,KBoard (30s),87,244348,True,52,2,812,,True
,,2026-09-06T11:44:46+08:00,,6.979,,7462.545,114,13120,124.36666666666666,39627,37331,home-resume,,26438,,,101567,KBoard (30s),88,243184,True,52,2,811,,True
131,656,2026-09-06T11:45:13.327524+08:00,,7.482,,6895.216,144,14640,124.8221254,41030,38871,,,26438,pad,,104608,pad:com.newlink.kemi.kboard,,246228,,52,,,,
99041,198592,2026-09-06T11:45:13.327524+08:00,,142.459,,6895.216,264,3892,124.8221254,227038,214111,,,32656,pad,,402514,pad:com.newlinksz.kemi.remote,,641436,,131,,,,
,,2026-09-06T11:45:13.327524+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.193,5.9,6895.216,98,,124.8221254,,,,,18666,mac,1,,mac:main,,241392,,79,,,,
,,2026-09-06T11:45:13.327524+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.409,0.0,6895.216,46,,124.8221254,,,,,18686,mac,18666,,mac:--cm,,89888,,30,,,,
,,2026-09-06T11:45:17+08:00,,7.676,,7493.423,148,12644,124.88333333333334,40691,38875,focus-switch,,26438,,,102650,KBoard (30s),88,244220,True,52,2,812,,True
,,2026-09-06T11:45:48+08:00,,9.251,,7524.445,138,22260,125.4,44078,40031,relay-recreate,,26438,,,113311,KBoard (30s),88,255032,True,52,4,829,,True
131,656,2026-09-06T11:46:15.210353+08:00,,8.387,,6957.116,114,12592,125.85350588333334,39589,37887,,,26438,pad,,101629,pad:com.newlink.kemi.kboard,,243204,,52,,,,
99041,198592,2026-09-06T11:46:15.210353+08:00,,164.134,,6957.116,264,3964,125.85350588333334,226905,216023,,,32656,pad,,404634,pad:com.newlinksz.kemi.remote,,643556,,139,,,,
,,2026-09-06T11:46:15.210353+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,14.879,41.6,6957.116,98,,125.85350588333334,,,,,18666,mac,1,,mac:main,,253552,,83,,,,
,,2026-09-06T11:46:15.210353+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.486,0.0,6957.116,46,,125.85350588333334,,,,,18686,mac,18666,,mac:--cm,,89904,,30,,,,
,,2026-09-06T11:46:19+08:00,,7.887,,7555.255,147,12636,125.91666666666667,38823,37039,home-resume,,26438,,,100814,KBoard (30s),89,242388,True,52,2,811,,True
,,2026-09-06T11:46:50+08:00,,7.762,,7586.047,184,15700,126.43333333333334,42244,39615,focus-switch,,26438,,,106486,KBoard (30s),89,248060,False,52,2,812,,False
131,656,2026-09-06T11:47:16.279843+08:00,,8.634,,7018.186,133,21300,126.87133071666668,43987,40159,,,26438,pad,,112493,pad:com.newlink.kemi.kboard,,254200,,52,,,,
99041,198592,2026-09-06T11:47:16.279843+08:00,,168.92,,7018.186,264,4004,126.87133071666668,227425,214535,,,32656,pad,,403282,pad:com.newlinksz.kemi.remote,,642204,,143,,,,
,,2026-09-06T11:47:16.279843+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,14.623,5.2,7018.186,98,,126.87133071666668,,,,,18666,mac,1,,mac:main,,248656,,77,,,,
,,2026-09-06T11:47:16.279843+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.834,0.0,7018.186,46,,126.87133071666668,,,,,18686,mac,18666,,mac:--cm,,89904,,30,,,,
,,2026-09-06T11:47:21+08:00,,8.958,,7616.745,140,13196,126.95,39798,37847,show-hide,,26438,,,102093,KBoard (30s),90,243772,True,52,2,811,,True
,,2026-09-06T11:47:52+08:00,,6.925,,7647.791,144,13328,127.46666666666667,41129,38999,home-resume,,26438,,,103478,KBoard (30s),90,245056,False,52,2,812,,False
131,656,2026-09-06T11:48:17.650062+08:00,,7.759,,7079.556,190,15028,127.8941677,41827,39511,,,26438,pad,,105698,pad:com.newlink.kemi.kboard,,247276,,52,,,,
99043,198596,2026-09-06T11:48:17.650062+08:00,,159.924,,7079.557,264,3920,127.8941677,227981,213971,,,32656,pad,,402615,pad:com.newlinksz.kemi.remote,,641432,,136,,,,
,,2026-09-06T11:48:17.650062+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,14.698,9.5,7079.557,98,,127.8941677,,,,,18666,mac,1,,mac:main,,252192,,82,,,,
,,2026-09-06T11:48:17.650062+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.89,1.0,7079.557,46,,127.8941677,,,,,18686,mac,18666,,mac:--cm,,89904,,30,,,,
,,2026-09-06T11:48:22+08:00,,7.939,,7678.524,144,13648,127.96666666666667,40568,40035,relay-recreate,,26438,,,104678,KBoard (30s),90,246408,True,52,2,812,,True
,,2026-09-06T11:48:53+08:00,,9.165,,7709.293,143,20244,128.48333333333332,44583,40207,show-hide,,26438,,,111511,KBoard (30s),91,253216,True,52,4,831,,True
131,656,2026-09-06T11:49:22.632551+08:00,,8.308,,7144.539,142,13472,128.97720918333331,41378,39147,,,26438,pad,,103782,pad:com.newlink.kemi.kboard,,245368,,52,,,,
99043,198596,2026-09-06T11:49:22.632551+08:00,,159.715,,7144.539,264,3872,128.97720918333331,227979,215231,,,32656,pad,,403707,pad:com.newlinksz.kemi.remote,,642524,,130,,,,
,,2026-09-06T11:49:22.632551+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.426,10.8,7144.539,98,,128.97720918333331,,,,856883.2,18666,mac,1,,mac:main,,251264,,80,,,vmmap-18666-007143.txt,
,,2026-09-06T11:49:22.632551+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,2.023,0.1,7144.539,46,,128.97720918333331,,,,90828.8,18686,mac,18666,,mac:--cm,,89920,,30,,,vmmap-18686-007144.txt,
,,2026-09-06T11:49:24+08:00,,6.913,,7740.104,143,13580,129.0,40693,38551,home-resume,,26438,,,103282,KBoard (30s),91,244868,True,52,2,812,,True
,,2026-09-06T11:49:55+08:00,,8.151,,7771.142,151,15124,129.51666666666668,40715,39435,relay-recreate,,26438,,,105584,KBoard (30s),91,247316,True,52,2,812,,True
131,656,2026-09-06T11:50:24.065012+08:00,,7.955,,7205.972,147,20384,130.00108353333334,44220,40371,,,26438,pad,,111942,pad:com.newlink.kemi.kboard,,253532,,52,,,,
99043,198596,2026-09-06T11:50:24.065012+08:00,,165.609,,7205.972,264,3912,130.00108353333334,226939,213631,,,32656,pad,,402263,pad:com.newlinksz.kemi.remote,,641080,,136,,,,
,,2026-09-06T11:50:24.065012+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.563,11.1,7205.972,98,,130.00108353333334,,,,,18666,mac,1,,mac:main,,248464,,80,,,,
,,2026-09-06T11:50:24.065012+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,2.011,1.4,7205.972,46,,130.00108353333334,,,,,18686,mac,18666,,mac:--cm,,89920,,30,,,,
,,2026-09-06T11:50:26+08:00,,8.464,,7802.334,147,13292,130.03333333333333,39976,37827,show-hide,,26438,,,102006,KBoard (30s),92,243740,False,52,2,811,,False
,,2026-09-06T11:50:57+08:00,,8.148,,7833.017,148,14880,130.55,41649,39243,focus-switch,,26438,,,105175,KBoard (30s),92,246896,True,52,2,812,,True
131,656,2026-09-06T11:51:25.908998+08:00,,8.306,,7267.816,147,15104,131.03181663333334,41008,40459,,,26438,pad,,106709,pad:com.newlink.kemi.kboard,,248344,,52,,,,
99043,198596,2026-09-06T11:51:25.908998+08:00,,157.414,,7267.816,264,3940,131.03181663333334,226894,213623,,,32656,pad,,402261,pad:com.newlinksz.kemi.remote,,641184,,141,,,,
,,2026-09-06T11:51:25.908998+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,15.798,9.8,7267.816,98,,131.03181663333334,,,,,18666,mac,1,,mac:main,,249504,,80,,,,
,,2026-09-06T11:51:25.908998+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,1.94,3.0,7267.816,46,,131.03181663333334,,,,,18686,mac,18666,,mac:--cm,,89920,,30,,,,
,,2026-09-06T11:51:28+08:00,,9.681,,7863.901,136,19856,131.06666666666666,43933,39455,relay-recreate,,26438,,,110480,KBoard (30s),92,252096,True,52,4,829,,True
,,2026-09-06T11:51:59+08:00,,6.648,,7894.74,147,12624,131.58333333333334,38812,38067,home-resume,,26438,,,101842,KBoard (30s),93,243432,True,52,2,811,,True
131,656,2026-09-06T11:52:27.205759+08:00,,8.06,,7329.113,148,14628,132.05342931666667,40569,38795,,,26438,pad,,104456,pad:com.newlink.kemi.kboard,,246196,,52,,,,
99043,198596,2026-09-06T11:52:27.205759+08:00,,174.847,,7329.113,264,3908,132.05342931666667,227148,214091,,,32656,pad,,402581,pad:com.newlinksz.kemi.remote,,641500,,135,,,,
,,2026-09-06T11:52:27.205759+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,17.032,12.1,7329.113,98,,132.05342931666667,,,,,18666,mac,1,,mac:main,,247680,,80,,,,
,,2026-09-06T11:52:27.205759+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,2.153,0.8,7329.113,46,,132.05342931666667,,,,,18686,mac,18666,,mac:--cm,,89920,,30,,,,
,,2026-09-06T11:52:29+08:00,,8.808,,7925.508,148,12636,132.08333333333334,40477,38451,focus-switch,,26438,,,102129,KBoard (30s),93,243856,True,52,2,812,,True
,,2026-09-06T11:53:00+08:00,,8.83,,7956.2,149,22420,132.6,44412,40031,show-hide,,26438,,,113509,KBoard (30s),94,255228,True,52,4,831,,True
131,656,2026-09-06T11:53:28.596419+08:00,,8.666,,7390.503,143,12668,133.07660698333333,39615,38303,,,26438,pad,,101994,pad:com.newlink.kemi.kboard,,243716,,52,,,,
99043,198596,2026-09-06T11:53:28.596419+08:00,,163.321,,7390.504,264,3908,133.07660698333333,227301,213895,,,32656,pad,,402420,pad:com.newlinksz.kemi.remote,,641376,,136,,,,
,,2026-09-06T11:53:28.596419+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,17.837,6.9,7390.504,98,,133.07660698333333,,,,,18666,mac,1,,mac:main,,252064,,81,,,,
,,2026-09-06T11:53:28.596419+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,2.166,0.0,7390.504,46,,133.07660698333333,,,,,18686,mac,18666,,mac:--cm,,89936,,30,,,,
,,2026-09-06T11:53:31+08:00,,8.643,,7986.862,143,12628,133.11666666666667,39272,37007,home-resume,,26438,,,100662,KBoard (30s),94,242380,True,52,2,811,,True
,,2026-09-06T11:54:02+08:00,,6.971,,8017.702,146,16708,133.63333333333333,41065,40235,focus-switch,,26438,,,107998,KBoard (30s),94,249720,True,52,2,812,,True
,,2026-09-06T11:54:32+08:00,,9.231,,8048.469,147,13156,134.13333333333333,39744,37839,show-hide,,26438,,,102165,KBoard (30s),95,243772,True,52,2,811,,True
131,656,2026-09-06T11:54:33.333459+08:00,,8.182,,7455.241,147,20252,134.15555765000002,44125,40051,,,26438,pad,,111351,pad:com.newlink.kemi.kboard,,253080,,52,,,,
99043,198596,2026-09-06T11:54:33.333459+08:00,,158.239,,7455.241,264,4004,134.15555765000002,228355,215175,,,32656,pad,,404069,pad:com.newlinksz.kemi.remote,,642920,,147,,,,
,,2026-09-06T11:54:33.333459+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公,17.445,31.8,7455.241,98,,134.15555765000002,,,,908595.2,18666,mac,1,,mac:main,,255504,,79,,,vmmap-18666-007454.txt,
,,2026-09-06T11:54:33.333459+08:00,/Applications/KEMI远程办公.app/Contents/MacOS/KEMI远程办公 --cm,2.156,0.6,7455.241,46,,134.15555765000002,,,,90828.8,18686,mac,18666,,mac:--cm,,89936,,30,,,vmmap-18686-007455.txt,
,,2026-09-06T11:55:03+08:00,,6.612,,8079.173,142,14472,134.65,40986,38579,home-resume,,26438,,,104091,KBoard (30s),95,245828,True,52,2,812,,True
,,2026-09-06T11:55:34+08:00,,7.918,,8109.988,149,12600,135.16666666666666,40587,38091,relay-recreate,,26438,,,101832,KBoard (30s),95,243484,True,52,2,812,,True
131,656,2026-09-06T11:55:35.379014+08:00,,7.4,,7517.286,151,15144,135.18965023333334,41469,40387,,,26438,pad,,106718,pad:com.newlink.kemi.kboard,,248328,,52,,,,
